ner_tag_id,study_id,tag,start_id,end_id,text,probability,model,norm_text,min,max,unit,per_weight_unit,weight_reference,per_time_unit,dose_type
2760,1236,Application area,136,143,suicide,0.6560187935829163,vera-bernhard,,,,,,,,
2761,1236,Application area,192,217,Major depressive disorder,0.9149922529856364,vera-bernhard,,,,,,,,
2762,1236,Application area,219,222,MDD,0.8400624990463257,vera-bernhard,,,,,,,,
2763,1236,Application area,283,290,suicide,0.5366224646568298,vera-bernhard,,,,,,,,
2764,1236,Application area,400,403,MDD,0.7189825773239136,vera-bernhard,,,,,,,,
2765,1236,Application area,423,440,suicidal ideation,0.7898705899715424,vera-bernhard,,,,,,,,
2766,1236,Application area,442,444,SI,0.6839388012886047,vera-bernhard,,,,,,,,
2767,1236,Application area,645,653,symptoms,0.664196252822876,vera-bernhard,,,,,,,,
2768,1236,Application area,675,678,MDD,0.754578709602356,vera-bernhard,,,,,,,,
2769,1236,Application area,700,707,suicide,0.4851894974708557,vera-bernhard,,,,,,,,
2770,1236,Dosage,1558,1563,84 mg,0.8875876367092133,vera-bernhard,84 mg,84.0,84.0,mg,,,,absolute
2771,1239,Application area,50,69,Depressive Symptoms,0.9186965823173523,vera-bernhard,,,,,,,,
2772,1239,Application area,73,98,Major Depressive Disorder,0.9716980655988058,vera-bernhard,,,,,,,,
2773,1239,Application area,104,139,Acute Suicidal Ideation or Behavior,0.815159010887146,vera-bernhard,,,,,,,,
2774,1239,Application area,269,288,depressive symptoms,0.8778381943702698,vera-bernhard,,,,,,,,
2775,1239,Application area,304,329,major depressive disorder,0.9534952044487,vera-bernhard,,,,,,,,
2776,1239,Application area,334,369,acute suicidal ideation or behavior,0.8585316181182862,vera-bernhard,,,,,,,,
2777,1239,Dosage,563,568,84 mg,0.9557255804538727,vera-bernhard,84 mg,84.0,84.0,mg,,,,absolute
2778,1251,Application area,47,83,Treatment-Resistant Major Depression,0.9730244040489197,vera-bernhard,,,,,,,,
2779,1251,Application area,185,215,treatment-resistant depression,0.9670433104038239,vera-bernhard,,,,,,,,
2780,1251,Application area,217,220,TRD,0.9804221987724304,vera-bernhard,,,,,,,,
2781,1251,Application area,475,478,TRD,0.8290371894836426,vera-bernhard,,,,,,,,
2782,1262,Application area,82,103,-resistant depression,0.5594876209894816,vera-bernhard,,,,,,,,
2783,1262,Dosage,2056,2066,75 microgm,0.9006651043891907,vera-bernhard,75 microgm,75.0,75.0,microgm,,,,absolute
2784,1263,Application area,500,508,unipolar,0.5074120163917542,vera-bernhard,,,,,,,,
2785,1263,Application area,518,539,‐resistant depression,0.7721384565035502,vera-bernhard,,,,,,,,
2786,1263,Dosage,714,719,10 mg,0.973987877368927,vera-bernhard,10 mg,10.0,10.0,mg,,,,absolute
2787,1263,Dosage,724,729,25 mg,0.9565427899360657,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
2788,1266,Application area,42,72,treatment-resistant depression,0.8837154805660248,vera-bernhard,,,,,,,,
2789,1266,Application area,356,386,treatment-resistant depression,0.8382645547389984,vera-bernhard,,,,,,,,
2790,1266,Dosage,535,547,10 and 25 mg,0.9470032751560211,vera-bernhard,10 and 25 mg,10.0,25.0,mg,,,,absolute
2791,1267,Application area,42,72,treatment-resistant depression,0.8073295801877975,vera-bernhard,,,,,,,,
2792,1267,Application area,537,576,unipolar treatment-resistant depression,0.793149220943451,vera-bernhard,,,,,,,,
2793,1267,Dosage,769,774,10 mg,0.7045853137969971,vera-bernhard,10 mg,10.0,10.0,mg,,,,absolute
2794,1267,Application area,2488,2507,treatment-resistant,0.8326897422472636,vera-bernhard,,,,,,,,
2795,1273,Dosage,439,447,40-80 μg,0.9554955363273621,vera-bernhard,40-80 μg,40.0,80.0,μg,,,,absolute
2796,1276,Dosage,619,623,2 mg,0.9785996377468109,vera-bernhard,2 mg,2.0,2.0,mg,,,,absolute
2797,1283,Application area,15,45,treatment-resistant depression,0.8440237492322922,vera-bernhard,,,,,,,,
2798,1283,Application area,474,483,treatment,0.5426442623138428,vera-bernhard,,,,,,,,
2799,1283,Application area,506,509,TRD,0.846443235874176,vera-bernhard,,,,,,,,
2800,1287,Dosage,584,586,up,0.5522710084915161,vera-bernhard,,,,,,,,
2801,1287,Dosage,590,594,2 mg,0.9669719636440277,vera-bernhard,2 mg,2.0,2.0,mg,,,,absolute
2802,1309,Application area,118,148,treatment-resistant depression,0.911381796002388,vera-bernhard,,,,,,,,
2803,1309,Application area,454,473,treatment-resistant,0.7947996457417806,vera-bernhard,,,,,,,,
2804,1309,Dosage,715,720,10 mg,0.9721022546291351,vera-bernhard,10 mg,10.0,10.0,mg,,,,absolute
2805,1309,Dosage,725,730,25 mg,0.9533478915691376,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
2806,1314,Application area,37,47,Depression,0.5356430411338806,vera-bernhard,,,,,,,,
2807,1314,Dosage,705,715,to 2 mg/kg,0.877529239654541,vera-bernhard,2 mg/kg,2.0,2.0,mg,kg,1.0,,relative_weight
2808,1314,Dosage,730,742,1 to 2 mg/kg,0.9696374634901682,vera-bernhard,1-2 mg/kg,1.0,2.0,mg,kg,1.0,,relative_weight
2809,1319,Dosage,635,648,215 microg/kg,0.9266094863414764,vera-bernhard,215 µg/kg,215.0,215.0,µg,kg,1.0,,relative_weight
2810,1320,Dosage,901,914,215 microg/kg,0.9161214232444763,vera-bernhard,215 µg/kg,215.0,215.0,µg,kg,1.0,,relative_weight
2811,1322,Dosage,1116,1129,115 microg/kg,0.9243153184652328,vera-bernhard,115 µg/kg,115.0,115.0,µg,kg,1.0,,relative_weight
2812,1322,Dosage,1146,1159,250 microg/kg,0.9163722693920135,vera-bernhard,250 µg/kg,250.0,250.0,µg,kg,1.0,,relative_weight
2813,1335,Dosage,925,932,"100,000",0.8098022143046061,vera-bernhard,100000,100000.0,100000.0,,,,,absolute
2814,1335,Dosage,1253,1254,0,0.6650220155715942,vera-bernhard,0,0.0,0.0,,,,,absolute
2815,1335,Dosage,1340,1345,0.375,0.6365217566490173,vera-bernhard,0.375,0.375,0.375,,,,,absolute
2816,1335,Dosage,1383,1391,0.625 ng,0.6246012151241302,vera-bernhard,0.625 ng,0.625,0.625,ng,,,,absolute
2817,1360,Dosage,909,914,0.5 g,0.8820906281471252,vera-bernhard,0.5 g,0.5,0.5,g,,,,absolute
2818,1363,Application area,54,66,chronic pain,0.8145425021648407,vera-bernhard,,,,,,,,
2819,1363,Application area,108,120,Chronic pain,0.8065527081489563,vera-bernhard,,,,,,,,
2820,1389,Application area,37,47,Depression,0.9506255388259888,vera-bernhard,,,,,,,,
2821,1389,Application area,112,142,Treatment-resistant Depression,0.9327438324689865,vera-bernhard,,,,,,,,
2822,1389,Application area,148,165,Suicidal Behavior,0.9503794014453888,vera-bernhard,,,,,,,,
2823,1389,Application area,285,302,suicidal ideation,0.8962669670581818,vera-bernhard,,,,,,,,
2824,1389,Application area,391,421,treatment-resistant depression,0.9317542165517807,vera-bernhard,,,,,,,,
2825,1389,Application area,423,426,TRD,0.9673671126365662,vera-bernhard,,,,,,,,
2826,1389,Application area,432,449,suicidal behavior,0.9227639436721802,vera-bernhard,,,,,,,,
2827,1389,Application area,588,628,treatment-resistant unipolar and bipolar,0.6834717392921448,vera-bernhard,,,,,,,,
2828,1389,Application area,637,647,depression,0.5171735882759094,vera-bernhard,,,,,,,,
2829,1429,Application area,158,179,-resistant depression,0.8487718303998312,vera-bernhard,,,,,,,,
2830,1429,Application area,187,190,TRD,0.8298929929733276,vera-bernhard,,,,,,,,
2831,1429,Application area,386,407,-resistant depression,0.8039989670117696,vera-bernhard,,,,,,,,
2832,1429,Application area,415,418,TRD,0.5527989268302917,vera-bernhard,,,,,,,,
2833,1429,Application area,970,971,-,0.5337607264518738,vera-bernhard,,,,,,,,
2834,1429,Application area,981,991,depression,0.5559072494506836,vera-bernhard,,,,,,,,
2835,1429,Dosage,1186,1204,0.5 mg/kg ketamine,0.885640778711864,vera-bernhard,0.5 mg/kg ketamine,0.5,0.5,mg,kg,1.0,,relative_weight
2836,1429,Dosage,1206,1215,0.2 mg/kg,0.9547413388888041,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2837,1429,Dosage,2018,2025,0.5 mg/,0.879434072971344,vera-bernhard,0.5 mg/,0.5,0.5,mg,,,,absolute
2838,1429,Dosage,2170,2179,0.2 mg/kg,0.9811229209105173,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2839,1429,Dosage,2260,2267,0.5 and,0.9689172655344009,vera-bernhard,0.5 and,0.5,0.5,and,,,,absolute
2840,1429,Dosage,2268,2277,0.2 mg/kg,0.9584234257539114,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2841,1429,Dosage,2391,2400,0.5 mg/kg,0.9798087974389394,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2842,1429,Application area,2586,2589,TRD,0.6796116232872009,vera-bernhard,,,,,,,,
2843,1430,Application area,37,67,treatment-resistant depression,0.9514214247465134,vera-bernhard,,,,,,,,
2844,1430,Application area,186,216,treatment-resistant depression,0.9306146949529648,vera-bernhard,,,,,,,,
2845,1430,Application area,974,1004,treatment-resistant depression,0.8424134999513626,vera-bernhard,,,,,,,,
2846,1430,Application area,1006,1009,TRD,0.9507019519805908,vera-bernhard,,,,,,,,
2847,1430,Application area,1120,1123,TRD,0.8675636053085327,vera-bernhard,,,,,,,,
2848,1430,Dosage,1204,1213,0.5-mg/kg,0.9838262285505023,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2849,1430,Dosage,1224,1233,0.2-mg/kg,0.9841256652559552,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2850,1430,Dosage,1716,1725,0.5 mg/kg,0.9817001024881998,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2851,1430,Dosage,2008,2017,0.5-mg/kg,0.9819143244198391,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2852,1430,Dosage,2057,2066,0.5 mg/kg,0.9802410999933878,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2853,1431,Application area,108,138,treatment-resistant depression,0.9611787497997284,vera-bernhard,,,,,,,,
2854,1431,Application area,143,160,suicidal ideation,0.9448568522930145,vera-bernhard,,,,,,,,
2855,1431,Application area,260,285,major depressive disorder,0.6630354921023051,vera-bernhard,,,,,,,,
2856,1431,Application area,372,402,treatment-resistant depression,0.9629554450511932,vera-bernhard,,,,,,,,
2857,1431,Application area,404,407,TRD,0.9684889912605286,vera-bernhard,,,,,,,,
2858,1431,Dosage,530,539,0.5 mg/kg,0.981485903263092,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2859,1432,Application area,96,126,Treatment-Resistant Depression,0.9575263261795044,vera-bernhard,,,,,,,,
2860,1432,Application area,219,244,major depressive disorder,0.8838307857513428,vera-bernhard,,,,,,,,
2861,1432,Dosage,578,587,0.5 mg/kg,0.9826318224271139,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2862,1432,Dosage,598,607,0.2 mg/kg,0.981109619140625,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2863,1432,Dosage,1502,1511,0.2-mg/kg,0.9819652353014264,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2864,1433,Application area,92,122,treatment-resistant depression,0.9561697989702225,vera-bernhard,,,,,,,,
2865,1433,Application area,350,380,treatment-resistant depression,0.9507050663232803,vera-bernhard,,,,,,,,
2866,1433,Application area,382,385,TRD,0.9756132960319519,vera-bernhard,,,,,,,,
2867,1433,Application area,457,460,TRD,0.9573423266410828,vera-bernhard,,,,,,,,
2868,1433,Dosage,1059,1065,250 mg,0.9550391733646393,vera-bernhard,250 mg,250.0,250.0,mg,,,,absolute
2869,1433,Dosage,1078,1084,500 mg,0.9454868733882904,vera-bernhard,500 mg,500.0,500.0,mg,,,,absolute
2870,1433,Dosage,1097,1103,750 mg,0.9365852475166321,vera-bernhard,750 mg,750.0,750.0,mg,,,,absolute
2871,1433,Dosage,1120,1127,1000 mg,0.9296390414237976,vera-bernhard,1000 mg,1000.0,1000.0,mg,,,,absolute
2872,1434,Application area,100,130,treatment-resistant depression,0.963966891169548,vera-bernhard,,,,,,,,
2873,1434,Application area,406,436,treatment-resistant depression,0.9600165784358978,vera-bernhard,,,,,,,,
2874,1434,Application area,438,441,TRD,0.9779406785964966,vera-bernhard,,,,,,,,
2875,1434,Dosage,554,563,0.5 mg/kg,0.980255514383316,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2876,1436,Application area,93,123,treatment-resistant depression,0.9709050357341766,vera-bernhard,,,,,,,,
2877,1436,Application area,264,294,treatment-resistant depression,0.9662442058324814,vera-bernhard,,,,,,,,
2878,1436,Application area,296,299,TRD,0.9797800183296204,vera-bernhard,,,,,,,,
2879,1436,Application area,374,377,TRD,0.9655331373214722,vera-bernhard,,,,,,,,
2880,1436,Dosage,621,630,0.5 mg/kg,0.9854291280110677,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2881,1436,Dosage,641,650,0.2 mg/kg,0.9846900602181753,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2882,1436,Dosage,1197,1206,0.5 mg/kg,0.9843031267325083,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2883,1438,Application area,134,164,treatment-resistant depression,0.9542884081602097,vera-bernhard,,,,,,,,
2884,1438,Dosage,715,723,0.5mg/kg,0.9795774817466736,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2885,1438,Dosage,734,742,0.2mg/kg,0.9684181571006775,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2886,1438,Dosage,1223,1231,0.5mg/kg,0.91475989818573,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2887,1438,Dosage,1437,1445,0.2mg/kg,0.9151566028594971,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2888,1438,Dosage,1638,1646,0.5mg/kg,0.9729140400886536,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2889,1438,Dosage,1844,1852,0.5mg/kg,0.9692561507225037,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2890,1440,Application area,127,157,treatment-resistant depression,0.9542741179466248,vera-bernhard,,,,,,,,
2891,1440,Application area,162,179,suicidal ideation,0.9515814185142517,vera-bernhard,,,,,,,,
2892,1440,Application area,332,342,depression,0.796488881111145,vera-bernhard,,,,,,,,
2893,1440,Application area,636,644,ideation,0.5547884106636047,vera-bernhard,,,,,,,,
2894,1440,Dosage,701,710,0.5-mg/kg,0.986487090587616,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2895,1442,Application area,124,154,treatment-resistant depression,0.9667928069829941,vera-bernhard,,,,,,,,
2896,1442,Application area,393,423,treatment-resistant depression,0.9636451303958893,vera-bernhard,,,,,,,,
2898,1442,Application area,673,676,TRD,0.9711945056915283,vera-bernhard,,,,,,,,
2899,1442,Dosage,811,820,0.5 mg/kg,0.9853085279464722,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2900,1442,Dosage,838,847,0.2 mg/kg,0.9850771526495615,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2901,1445,Application area,77,107,treatment-resistant depression,0.9409600496292114,vera-bernhard,,,,,,,,
2902,1445,Dosage,557,573,0.5 or 0.2 mg/kg,0.9610828280448913,vera-bernhard,0.5 or 0.2 mg/kg,0.2,0.5,mg,kg,1.0,,relative_weight
2903,1445,Dosage,1300,1309,0.2 mg/kg,0.9813254773616791,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2904,1445,Dosage,1412,1421,0.5 mg/kg,0.9819660584131876,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2905,1445,Dosage,1506,1515,0.5 mg/kg,0.9832166135311127,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2906,1445,Dosage,1614,1623,0.2 mg/kg,0.9843955139319102,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2907,1446,Application area,148,178,treatment-resistant depression,0.9694891422986984,vera-bernhard,,,,,,,,
2908,1446,Application area,186,189,TRD,0.5605888962745667,vera-bernhard,,,,,,,,
2909,1446,Application area,316,346,treatment-resistant depression,0.9686367064714432,vera-bernhard,,,,,,,,
2910,1446,Application area,348,351,TRD,0.9642339944839478,vera-bernhard,,,,,,,,
2911,1446,Application area,427,430,TRD,0.9612864851951599,vera-bernhard,,,,,,,,
2912,1446,Dosage,541,550,0.5 mg/kg,0.9837673207124075,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2913,1446,Dosage,561,570,0.2 mg/kg,0.9843920965989431,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2914,1446,Dosage,1373,1382,0.5 mg/kg,0.9842675427595774,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2915,1446,Dosage,1525,1534,0.2 mg/kg,0.9854335188865662,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2916,1446,Dosage,1615,1622,0.5 and,0.9785226285457611,vera-bernhard,0.5 and,0.5,0.5,and,,,,absolute
2917,1446,Dosage,1623,1632,0.2 mg/kg,0.9705735544363657,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2918,1446,Dosage,1746,1755,0.5 mg/kg,0.9835792978604635,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2919,1448,Application area,57,74,suicidal symptoms,0.6730937957763672,vera-bernhard,,,,,,,,
2920,1448,Application area,93,109,suicidal symptom,0.6147907972335815,vera-bernhard,,,,,,,,
2921,1448,Application area,140,170,treatment-resistant depression,0.9679824560880661,vera-bernhard,,,,,,,,
2922,1448,Application area,175,199,strong suicidal ideation,0.9398835500081381,vera-bernhard,,,,,,,,
2923,1448,Application area,296,326,treatment-resistant depression,0.9640580862760544,vera-bernhard,,,,,,,,
2924,1448,Application area,328,331,TRD,0.9702050089836121,vera-bernhard,,,,,,,,
2925,1448,Application area,337,361,strong suicidal ideation,0.9429295063018799,vera-bernhard,,,,,,,,
2926,1448,Application area,363,365,SI,0.920269787311554,vera-bernhard,,,,,,,,
2927,1448,Dosage,400,409,0.5 mg/kg,0.9595256547133127,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2928,1448,Application area,506,512,TRD-SI,0.9469526410102844,vera-bernhard,,,,,,,,
2929,1448,Dosage,749,758,0.5-mg/kg,0.9792094230651855,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2930,1450,Application area,377,407,treatment resistant depression,0.9535332520802816,vera-bernhard,,,,,,,,
2931,1450,Application area,677,687,treatment-,0.5562148094177246,vera-bernhard,,,,,,,,
2932,1450,Application area,709,712,TRD,0.7370850443840027,vera-bernhard,,,,,,,,
2933,1450,Dosage,753,762,0.5 mg/kg,0.9807527164618174,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2934,1452,Application area,85,95,depression,0.6258348226547241,vera-bernhard,,,,,,,,
2935,1452,Application area,108,138,treatment-resistant depression,0.9585633426904678,vera-bernhard,,,,,,,,
2936,1452,Application area,509,519,Treatment-,0.5849222242832184,vera-bernhard,,,,,,,,
2937,1452,Application area,541,544,TRD,0.8717292547225952,vera-bernhard,,,,,,,,
2938,1452,Dosage,621,638,0.5 and 0.2 mg/kg,0.9504195034503937,vera-bernhard,0.5 and 0.2 mg/kg,0.2,0.5,mg,kg,1.0,,relative_weight
2939,1453,Application area,30,67,treatment-resistant double depression,0.96661856174469,vera-bernhard,,,,,,,,
2940,1453,Application area,137,167,treatment-resistant depression,0.9541605710983276,vera-bernhard,,,,,,,,
2941,1453,Application area,298,335,treatment-resistant double depression,0.9654486060142518,vera-bernhard,,,,,,,,
2942,1453,Dosage,458,467,0.5 mg/kg,0.9857587218284607,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2943,1453,Dosage,490,499,0.2 mg/kg,0.9848774274190267,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2944,1453,Dosage,812,821,0.5 mg/kg,0.9833968381086985,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2945,1453,Dosage,1037,1046,0.2 mg/kg,0.9813056588172913,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
2946,1453,Dosage,1254,1263,0.5 mg/kg,0.9782704710960388,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2947,1456,Dosage,924,933,0.3 mg/kg,0.9873133599758148,vera-bernhard,0.3 mg/kg,0.3,0.3,mg,kg,1.0,,relative_weight
2948,1462,Application area,36,53,suicidal ideation,0.7846604883670807,vera-bernhard,,,,,,,,
2949,1462,Application area,102,111,depressed,0.9149631261825562,vera-bernhard,,,,,,,,
2950,1462,Application area,123,130,Suicide,0.7412680983543396,vera-bernhard,,,,,,,,
2951,1462,Application area,279,304,major depressive disorder,0.8094358046849569,vera-bernhard,,,,,,,,
2952,1462,Application area,306,309,MDD,0.9194108247756958,vera-bernhard,,,,,,,,
2953,1462,Application area,361,378,suicidal ideation,0.8391546010971069,vera-bernhard,,,,,,,,
2954,1462,Application area,380,382,SI,0.8612068891525269,vera-bernhard,,,,,,,,
2955,1462,Application area,525,527,SI,0.5760365724563599,vera-bernhard,,,,,,,,
2956,1462,Application area,531,534,MDD,0.800250232219696,vera-bernhard,,,,,,,,
2957,1462,Dosage,672,681,0.5 mg/kg,0.9858048955599467,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2958,1484,Application area,65,81,major depression,0.9126323163509369,vera-bernhard,,,,,,,,
2959,1484,Dosage,165,173,0.5mg/kg,0.9780115008354187,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
2960,1486,Application area,14,44,treatment-resistant depression,0.9545736312866211,vera-bernhard,,,,,,,,
2961,1486,Application area,68,90,substance-use disorder,0.6922996193170547,vera-bernhard,,,,,,,,
2962,1486,Application area,269,299,treatment-resistant depression,0.9401112198829651,vera-bernhard,,,,,,,,
2963,1486,Application area,301,304,TRD,0.9775558114051819,vera-bernhard,,,,,,,,
2964,1486,Application area,471,496,major depressive disorder,0.755500058333079,vera-bernhard,,,,,,,,
2965,1486,Application area,498,501,MDD,0.8663204908370972,vera-bernhard,,,,,,,,
2966,1486,Application area,511,530,depressive symptoms,0.5530807375907898,vera-bernhard,,,,,,,,
2967,1486,Application area,546,549,MDD,0.7928172945976257,vera-bernhard,,,,,,,,
2968,1486,Application area,570,578,thoughts,0.8592029213905334,vera-bernhard,,,,,,,,
2969,1486,Application area,579,587,behavior,0.6993939280509949,vera-bernhard,,,,,,,,
2970,1487,Application area,114,124,depression,0.9694066047668457,vera-bernhard,,,,,,,,
2971,1496,Application area,136,166,Treatment-Resistant Depression,0.9006387442350388,vera-bernhard,,,,,,,,
2972,1496,Application area,174,184,Depression,0.7959097027778625,vera-bernhard,,,,,,,,
2973,1496,Application area,208,215,Suicide,0.8345010876655579,vera-bernhard,,,,,,,,
2974,1497,Application area,119,137,depressive disorde,0.926024854183197,vera-bernhard,,,,,,,,
2975,1497,Dosage,181,190,0.25mg/kg,0.9716891288757324,vera-bernhard,0.25 mg/kg,0.25,0.25,mg,kg,1.0,,relative_weight
2976,1507,Application area,26,55,posttraumatic stress disorder,0.9634061654408773,vera-bernhard,,,,,,,,
2977,1507,Application area,356,385,posttraumatic stress disorder,0.9571196635564169,vera-bernhard,,,,,,,,
2978,1507,Application area,387,391,PTSD,0.96910560131073,vera-bernhard,,,,,,,,
2979,1507,Application area,745,749,PTSD,0.598204493522644,vera-bernhard,,,,,,,,
2980,1510,Application area,83,112,obsessive-compulsive disorder,0.9768536686897278,vera-bernhard,,,,,,,,
2981,1510,Application area,235,264,obsessive-compulsive disorder,0.9539704471826553,vera-bernhard,,,,,,,,
2982,1510,Application area,266,269,OCD,0.9634642004966736,vera-bernhard,,,,,,,,
2983,1510,Application area,325,328,OCD,0.9287757873535156,vera-bernhard,,,,,,,,
2984,1510,Application area,459,462,OCD,0.9191567897796631,vera-bernhard,,,,,,,,
2985,1510,Application area,625,628,OCD,0.9459409117698669,vera-bernhard,,,,,,,,
2986,1510,Application area,691,694,OCD,0.8560914993286133,vera-bernhard,,,,,,,,
2987,1510,Application area,778,781,OCD,0.8606677055358887,vera-bernhard,,,,,,,,
2988,1510,Dosage,960,970,0.25 mg/kg,0.9822117686271667,vera-bernhard,0.25 mg/kg,0.25,0.25,mg,kg,1.0,,relative_weight
2989,1510,Dosage,1838,1848,0.25 mg/kg,0.9835497538248698,vera-bernhard,0.25 mg/kg,0.25,0.25,mg,kg,1.0,,relative_weight
2990,1522,Application area,47,71,acute postoperative pain,0.9104272127151489,vera-bernhard,,,,,,,,
2991,1522,Application area,306,307,-,0.6481001973152161,vera-bernhard,,,,,,,,
2992,1522,Application area,310,316,severe,0.6162403225898743,vera-bernhard,,,,,,,,
2993,1522,Application area,318,342,acute postoperative pain,0.8597030838330587,vera-bernhard,,,,,,,,
2994,1522,Dosage,404,409,10 mg,0.9739054441452026,vera-bernhard,10 mg,10.0,10.0,mg,,,,absolute
2995,1522,Dosage,411,416,30 mg,0.9621099829673767,vera-bernhard,30 mg,30.0,30.0,mg,,,,absolute
2996,1522,Dosage,422,427,50 mg,0.9547655880451202,vera-bernhard,50 mg,50.0,50.0,mg,,,,absolute
2997,1522,Dosage,980,985,50 mg,0.9247971177101135,vera-bernhard,50 mg,50.0,50.0,mg,,,,absolute
2998,1522,Dosage,1116,1121,50 mg,0.9330784976482391,vera-bernhard,50 mg,50.0,50.0,mg,,,,absolute
2999,1524,Application area,56,68,chronic pain,0.8348485827445984,vera-bernhard,,,,,,,,
3000,1524,Application area,87,117,post-traumatic stress disorder,0.9047590494155884,vera-bernhard,,,,,,,,
3001,1524,Application area,277,307,post-traumatic stress disorder,0.7415388822555542,vera-bernhard,,,,,,,,
3002,1524,Application area,309,313,PTSD,0.6620805859565735,vera-bernhard,,,,,,,,
3003,1524,Application area,400,412,Chronic pain,0.6780597567558289,vera-bernhard,,,,,,,,
3004,1524,Application area,417,421,PTSD,0.7573506236076355,vera-bernhard,,,,,,,,
3005,1524,Application area,535,547,chronic pain,0.7775972783565521,vera-bernhard,,,,,,,,
3006,1524,Application area,642,654,chronic pain,0.7659342586994171,vera-bernhard,,,,,,,,
3007,1524,Application area,688,692,PTSD,0.8097489476203918,vera-bernhard,,,,,,,,
3008,1524,Application area,765,769,PTSD,0.516155481338501,vera-bernhard,,,,,,,,
3009,1530,Dosage,594,610,0.1 mg kg−1 hr−1,0.977184404929479,vera-bernhard,0.1 mg h−1,0.1,1.0,mg,,,,absolute
3010,1530,Dosage,691,700,0.1 mg/kg,0.9797456562519073,vera-bernhard,0.1 mg/kg,0.1,0.1,mg,kg,1.0,,relative_weight
