study_id,task,label,probability,model,is_multilabel
6901,Outcomes,Mental Functions,1.0,manual_annotation,True
6903,Outcomes,Mental Functions,1.0,manual_annotation,True
6909,Outcomes,Soluble biomarker,1.0,manual_annotation,True
6914,Outcomes,Mental Functions,1.0,manual_annotation,True
6979,Outcomes,Mental Functions,1.0,manual_annotation,True
6979,Outcomes,Psychedelic experience,1.0,manual_annotation,True
7002,Outcomes,Mental Functions,1.0,manual_annotation,True
7037,Outcomes,MRI,1.0,manual_annotation,True
7037,Outcomes,Psychedelic experience,1.0,manual_annotation,True
7041,Outcomes,Physiological Functions,1.0,manual_annotation,True
7041,Outcomes,Mental Functions,1.0,manual_annotation,True
7048,Outcomes,Functional MRI,1.0,manual_annotation,True
7048,Outcomes,MRI,1.0,manual_annotation,True
7048,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
7055,Outcomes,Functional MRI,1.0,manual_annotation,True
7055,Outcomes,MRI,1.0,manual_annotation,True
7074,Outcomes,Suicide,1.0,manual_annotation,True
7077,Outcomes,Suicide,1.0,manual_annotation,True
7077,Outcomes,Mental Functions,1.0,manual_annotation,True
7083,Outcomes,Mental Functions,1.0,manual_annotation,True
7126,Outcomes,Mental Functions,1.0,manual_annotation,True
7158,Outcomes,Functional MRI,1.0,manual_annotation,True
7158,Outcomes,MRI,1.0,manual_annotation,True
7158,Outcomes,Mental Functions,1.0,manual_annotation,True
7210,Outcomes,Mental Functions,1.0,manual_annotation,True
7210,Outcomes,Surveys,1.0,manual_annotation,True
7214,Outcomes,Physiological Functions,1.0,manual_annotation,True
7214,Outcomes,Mental Functions,1.0,manual_annotation,True
7214,Outcomes,Psychedelic experience,1.0,manual_annotation,True
7278,Outcomes,MRI,1.0,manual_annotation,True
7278,Outcomes,Neurotoxicity,1.0,manual_annotation,True
7313,Outcomes,Physiological Functions,1.0,manual_annotation,True
7313,Outcomes,Psychedelic experience,1.0,manual_annotation,True
7313,Outcomes,Soluble biomarker,1.0,manual_annotation,True
7318,Outcomes,Soluble biomarker,1.0,manual_annotation,True
7337,Outcomes,Functional MRI,1.0,manual_annotation,True
7337,Outcomes,MRI,1.0,manual_annotation,True
7337,Outcomes,Mental Functions,1.0,manual_annotation,True
7364,Outcomes,"PET, SPECT",1.0,manual_annotation,True
7370,Outcomes,Functional MRI,1.0,manual_annotation,True
7370,Outcomes,MRI,1.0,manual_annotation,True
7370,Outcomes,Mental Functions,1.0,manual_annotation,True
7379,Outcomes,Mental Functions,1.0,manual_annotation,True
7390,Outcomes,Surveys,1.0,manual_annotation,True
7390,Outcomes,Interviews,1.0,manual_annotation,True
7414,Outcomes,Mental Functions,1.0,manual_annotation,True
7424,Outcomes,Mental Functions,1.0,manual_annotation,True
7424,Outcomes,Soluble biomarker,1.0,manual_annotation,True
7456,Outcomes,Mental Functions,1.0,manual_annotation,True
7460,Outcomes,Surveys,1.0,manual_annotation,True
7466,Outcomes,Mental Functions,1.0,manual_annotation,True
7468,Outcomes,Mental Functions,1.0,manual_annotation,True
7470,Outcomes,Suicide,1.0,manual_annotation,True
7470,Outcomes,Mental Functions,1.0,manual_annotation,True
7474,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
7509,Outcomes,Functional MRI,1.0,manual_annotation,True
7509,Outcomes,MRI,1.0,manual_annotation,True
7509,Outcomes,Mental Functions,1.0,manual_annotation,True
7509,Outcomes,Soluble biomarker,1.0,manual_annotation,True
7519,Outcomes,MRI,1.0,manual_annotation,True
7519,Outcomes,Mental Functions,1.0,manual_annotation,True
7519,Outcomes,Soluble biomarker,1.0,manual_annotation,True
7521,Outcomes,Mental Functions,1.0,manual_annotation,True
7525,Outcomes,Mental Functions,1.0,manual_annotation,True
7537,Outcomes,Mental Functions,1.0,manual_annotation,True
7545,Outcomes,Suicide,1.0,manual_annotation,True
7545,Outcomes,Mental Functions,1.0,manual_annotation,True
7545,Outcomes,Interviews,1.0,manual_annotation,True
7601,Outcomes,Functional MRI,1.0,manual_annotation,True
7601,Outcomes,MRI,1.0,manual_annotation,True
7621,Outcomes,"PET, SPECT",1.0,manual_annotation,True
7621,Outcomes,Mental Functions,1.0,manual_annotation,True
7653,Outcomes,Physiological Functions,1.0,manual_annotation,True
7653,Outcomes,Soluble biomarker,1.0,manual_annotation,True
7702,Outcomes,Mental Functions,1.0,manual_annotation,True
7702,Outcomes,Interviews,1.0,manual_annotation,True
7713,Outcomes,Mental Functions,1.0,manual_annotation,True
7713,Outcomes,Surveys,1.0,manual_annotation,True
7739,Outcomes,Physiological Functions,1.0,manual_annotation,True
7739,Outcomes,Mental Functions,1.0,manual_annotation,True
7739,Outcomes,Soluble biomarker,1.0,manual_annotation,True
7750,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
7750,Outcomes,Mental Functions,1.0,manual_annotation,True
7752,Outcomes,Functional MRI,1.0,manual_annotation,True
7752,Outcomes,MRI,1.0,manual_annotation,True
7753,Outcomes,Functional MRI,1.0,manual_annotation,True
7753,Outcomes,Mental Functions,1.0,manual_annotation,True
7786,Outcomes,"PET, SPECT",1.0,manual_annotation,True
7786,Outcomes,Mental Functions,1.0,manual_annotation,True
7815,Outcomes,Mental Functions,1.0,manual_annotation,True
7815,Outcomes,Soluble biomarker,1.0,manual_annotation,True
7815,Outcomes,Surveys,1.0,manual_annotation,True
7815,Outcomes,Interviews,1.0,manual_annotation,True
7816,Outcomes,Mental Functions,1.0,manual_annotation,True
7816,Outcomes,Interviews,1.0,manual_annotation,True
7897,Outcomes,Mental Functions,1.0,manual_annotation,True
7904,Outcomes,MRI,1.0,manual_annotation,True
7914,Outcomes,Mental Functions,1.0,manual_annotation,True
7942,Outcomes,Mental Functions,1.0,manual_annotation,True
7943,Outcomes,Mental Functions,1.0,manual_annotation,True
7946,Outcomes,Suicide,1.0,manual_annotation,True
7946,Outcomes,Mental Functions,1.0,manual_annotation,True
7970,Outcomes,Physiological Functions,1.0,manual_annotation,True
7970,Outcomes,Mental Functions,1.0,manual_annotation,True
7980,Outcomes,Functional MRI,1.0,manual_annotation,True
7980,Outcomes,MRI,1.0,manual_annotation,True
7980,Outcomes,Mental Functions,1.0,manual_annotation,True
8029,Outcomes,Surveys,1.0,manual_annotation,True
8030,Outcomes,Surveys,1.0,manual_annotation,True
8031,Outcomes,Surveys,1.0,manual_annotation,True
8035,Outcomes,Mental Functions,1.0,manual_annotation,True
8035,Outcomes,Interviews,1.0,manual_annotation,True
8041,Outcomes,Physiological Functions,1.0,manual_annotation,True
8041,Outcomes,Mental Functions,1.0,manual_annotation,True
8051,Outcomes,Mental Functions,1.0,manual_annotation,True
8087,Outcomes,Mental Functions,1.0,manual_annotation,True
8089,Outcomes,Mental Functions,1.0,manual_annotation,True
8089,Outcomes,Psychedelic experience,1.0,manual_annotation,True
8101,Outcomes,Mental Functions,1.0,manual_annotation,True
8101,Outcomes,Psychedelic experience,1.0,manual_annotation,True
8105,Outcomes,Surveys,1.0,manual_annotation,True
8138,Outcomes,Mental Functions,1.0,manual_annotation,True
8140,Outcomes,Mental Functions,1.0,manual_annotation,True
8219,Outcomes,Physiological Functions,1.0,manual_annotation,True
8219,Outcomes,Psychedelic experience,1.0,manual_annotation,True
8247,Outcomes,Mental Functions,1.0,manual_annotation,True
8263,Outcomes,Interviews,1.0,manual_annotation,True
8292,Outcomes,Functional MRI,1.0,manual_annotation,True
8292,Outcomes,MRI,1.0,manual_annotation,True
8294,Outcomes,Mental Functions,1.0,manual_annotation,True
8294,Outcomes,Surveys,1.0,manual_annotation,True
8295,Outcomes,Functional MRI,1.0,manual_annotation,True
8295,Outcomes,MRI,1.0,manual_annotation,True
8307,Outcomes,Mental Functions,1.0,manual_annotation,True
8307,Outcomes,Soluble biomarker,1.0,manual_annotation,True
8372,Outcomes,Mental Functions,1.0,manual_annotation,True
8400,Outcomes,Interviews,1.0,manual_annotation,True
8414,Outcomes,Functional MRI,1.0,manual_annotation,True
8414,Outcomes,MRI,1.0,manual_annotation,True
8414,Outcomes,Mental Functions,1.0,manual_annotation,True
8466,Outcomes,Mental Functions,1.0,manual_annotation,True
8470,Outcomes,Mental Functions,1.0,manual_annotation,True
8470,Outcomes,Interviews,1.0,manual_annotation,True
8494,Outcomes,Mental Functions,1.0,manual_annotation,True
8519,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
8519,Outcomes,Mental Functions,1.0,manual_annotation,True
8552,Outcomes,Functional MRI,1.0,manual_annotation,True
8552,Outcomes,MRI,1.0,manual_annotation,True
8552,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
8554,Outcomes,Psychedelic experience,1.0,manual_annotation,True
8586,Outcomes,Interviews,1.0,manual_annotation,True
8613,Outcomes,Mental Functions,1.0,manual_annotation,True
8636,Outcomes,Physiological Functions,1.0,manual_annotation,True
8671,Outcomes,Surveys,1.0,manual_annotation,True
8682,Outcomes,Mental Functions,1.0,manual_annotation,True
8682,Outcomes,Psychedelic experience,1.0,manual_annotation,True
8711,Outcomes,Suicide,1.0,manual_annotation,True
8711,Outcomes,Physiological Functions,1.0,manual_annotation,True
8711,Outcomes,Mental Functions,1.0,manual_annotation,True
8746,Outcomes,Suicide,1.0,manual_annotation,True
8746,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
8746,Outcomes,Mental Functions,1.0,manual_annotation,True
8749,Outcomes,Suicide,1.0,manual_annotation,True
8749,Outcomes,Mental Functions,1.0,manual_annotation,True
8751,Outcomes,Suicide,1.0,manual_annotation,True
8751,Outcomes,Mental Functions,1.0,manual_annotation,True
8752,Outcomes,Physiological Functions,1.0,manual_annotation,True
8767,Outcomes,MRI,1.0,manual_annotation,True
8777,Outcomes,Mental Functions,1.0,manual_annotation,True
8798,Outcomes,Mental Functions,1.0,manual_annotation,True
8810,Outcomes,Interviews,1.0,manual_annotation,True
8836,Outcomes,Suicide,1.0,manual_annotation,True
8836,Outcomes,Physiological Functions,1.0,manual_annotation,True
8836,Outcomes,Mental Functions,1.0,manual_annotation,True
8847,Outcomes,Soluble biomarker,1.0,manual_annotation,True
8868,Outcomes,Mental Functions,1.0,manual_annotation,True
8868,Outcomes,Psychedelic experience,1.0,manual_annotation,True
8902,Outcomes,Physiological Functions,1.0,manual_annotation,True
8902,Outcomes,Mental Functions,1.0,manual_annotation,True
8905,Outcomes,"PET, SPECT",1.0,manual_annotation,True
8909,Outcomes,Mental Functions,1.0,manual_annotation,True
8910,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
8910,Outcomes,Mental Functions,1.0,manual_annotation,True
8913,Outcomes,"PET, SPECT",1.0,manual_annotation,True
8913,Outcomes,Mental Functions,1.0,manual_annotation,True
8923,Outcomes,Mental Functions,1.0,manual_annotation,True
8947,Outcomes,Functional MRI,1.0,manual_annotation,True
8947,Outcomes,MRI,1.0,manual_annotation,True
8947,Outcomes,Mental Functions,1.0,manual_annotation,True
8959,Outcomes,Mental Functions,1.0,manual_annotation,True
8970,Outcomes,Functional MRI,1.0,manual_annotation,True
8970,Outcomes,MRI,1.0,manual_annotation,True
8972,Outcomes,Surveys,1.0,manual_annotation,True
8987,Outcomes,Mental Functions,1.0,manual_annotation,True
8991,Outcomes,Mental Functions,1.0,manual_annotation,True
9000,Outcomes,Mental Functions,1.0,manual_annotation,True
9000,Outcomes,Soluble biomarker,1.0,manual_annotation,True
9007,Outcomes,Mental Functions,1.0,manual_annotation,True
9038,Outcomes,Mental Functions,1.0,manual_annotation,True
9039,Outcomes,Mental Functions,1.0,manual_annotation,True
9055,Outcomes,Mental Functions,1.0,manual_annotation,True
9055,Outcomes,Interviews,1.0,manual_annotation,True
9071,Outcomes,Mental Functions,1.0,manual_annotation,True
9071,Outcomes,Soluble biomarker,1.0,manual_annotation,True
9084,Outcomes,Mental Functions,1.0,manual_annotation,True
9113,Outcomes,Mental Functions,1.0,manual_annotation,True
9119,Outcomes,Mental Functions,1.0,manual_annotation,True
9140,Outcomes,Surveys,1.0,manual_annotation,True
9151,Outcomes,Physiological Functions,1.0,manual_annotation,True
9151,Outcomes,Mental Functions,1.0,manual_annotation,True
9163,Outcomes,Surveys,1.0,manual_annotation,True
9163,Outcomes,Interviews,1.0,manual_annotation,True
9171,Outcomes,Mental Functions,1.0,manual_annotation,True
9173,Outcomes,Mental Functions,1.0,manual_annotation,True
9198,Outcomes,Physiological Functions,1.0,manual_annotation,True
9220,Outcomes,Surveys,1.0,manual_annotation,True
9225,Outcomes,Functional MRI,1.0,manual_annotation,True
9225,Outcomes,MRI,1.0,manual_annotation,True
9225,Outcomes,Physiological Functions,1.0,manual_annotation,True
9225,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
9251,Outcomes,Soluble biomarker,1.0,manual_annotation,True
9374,Outcomes,Suicide,1.0,manual_annotation,True
9374,Outcomes,Surveys,1.0,manual_annotation,True
9381,Outcomes,Mental Functions,1.0,manual_annotation,True
9419,Outcomes,Mental Functions,1.0,manual_annotation,True
9421,Outcomes,Mental Functions,1.0,manual_annotation,True
9446,Outcomes,Soluble biomarker,1.0,manual_annotation,True
9455,Outcomes,Functional MRI,1.0,manual_annotation,True
9455,Outcomes,MRI,1.0,manual_annotation,True
9455,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
9470,Outcomes,Mental Functions,1.0,manual_annotation,True
9496,Outcomes,Physiological Functions,1.0,manual_annotation,True
9496,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
9501,Outcomes,Electroencephalography (EEG),1.0,manual_annotation,True
9503,Outcomes,Mental Functions,1.0,manual_annotation,True
9503,Outcomes,Psychedelic experience,1.0,manual_annotation,True
9505,Outcomes,Suicide,1.0,manual_annotation,True
9506,Outcomes,Suicide,1.0,manual_annotation,True
9521,Outcomes,Mental Functions,1.0,manual_annotation,True
9525,Outcomes,Mental Functions,1.0,manual_annotation,True
9525,Outcomes,Soluble biomarker,1.0,manual_annotation,True
9565,Outcomes,Mental Functions,1.0,manual_annotation,True
9566,Outcomes,Mental Functions,1.0,manual_annotation,True
9566,Outcomes,Soluble biomarker,1.0,manual_annotation,True
9578,Outcomes,MRI,1.0,manual_annotation,True
9608,Outcomes,Suicide,1.0,manual_annotation,True
9608,Outcomes,Physiological Functions,1.0,manual_annotation,True
9611,Outcomes,Suicide,1.0,manual_annotation,True
9613,Outcomes,MRI,1.0,manual_annotation,True
305,Data Collection,Unknown,1.0,manual_annotation,False
777,Data Collection,Unknown,1.0,manual_annotation,False
1240,Data Collection,Unknown,1.0,manual_annotation,False
1385,Data Collection,Prospective,1.0,manual_annotation,False
1441,Data Collection,Unknown,1.0,manual_annotation,False
1692,Data Collection,Unknown,1.0,manual_annotation,False
2232,Data Collection,Unknown,1.0,manual_annotation,False
2465,Data Collection,Unknown,1.0,manual_annotation,False
2483,Data Collection,Unknown,1.0,manual_annotation,False
2737,Data Collection,Unknown,1.0,manual_annotation,False
2783,Data Collection,Unknown,1.0,manual_annotation,False
2832,Data Collection,Unknown,1.0,manual_annotation,False
3104,Data Collection,Unknown,1.0,manual_annotation,False
3371,Data Collection,Unknown,1.0,manual_annotation,False
3537,Data Collection,Prospective,1.0,manual_annotation,False
3598,Data Collection,Not applicable,1.0,manual_annotation,False
3820,Data Collection,Unknown,1.0,manual_annotation,False
4916,Data Collection,Not applicable,1.0,manual_annotation,False
5020,Data Collection,Prospective,1.0,manual_annotation,False
5276,Data Collection,Unknown,1.0,manual_annotation,False
5380,Data Collection,Unknown,1.0,manual_annotation,False
5705,Data Collection,Unknown,1.0,manual_annotation,False
5968,Data Collection,Unknown,1.0,manual_annotation,False
6000,Data Collection,Prospective,1.0,manual_annotation,False
6015,Data Collection,Prospective,1.0,manual_annotation,False
6044,Data Collection,Prospective,1.0,manual_annotation,False
6103,Data Collection,Prospective,1.0,manual_annotation,False
6221,Data Collection,Prospective,1.0,manual_annotation,False
6855,Data Collection,Retrospective,1.0,manual_annotation,False
7174,Data Collection,Unknown,1.0,manual_annotation,False
7190,Data Collection,Unknown,1.0,manual_annotation,False
7860,Data Collection,Unknown,1.0,manual_annotation,False
8345,Data Collection,Unknown,1.0,manual_annotation,False
8596,Data Collection,Unknown,1.0,manual_annotation,False
8606,Data Collection,Unknown,1.0,manual_annotation,False
8889,Data Collection,Unknown,1.0,manual_annotation,False
9175,Data Collection,Unknown,1.0,manual_annotation,False
56,Data Collection,Unknown,1.0,manual_annotation,False
128,Data Collection,Prospective,1.0,manual_annotation,False
159,Data Collection,Prospective,1.0,manual_annotation,False
254,Data Collection,Not applicable,1.0,manual_annotation,False
382,Data Collection,Unknown,1.0,manual_annotation,False
564,Data Collection,Unknown,1.0,manual_annotation,False
633,Data Collection,Prospective,1.0,manual_annotation,False
695,Data Collection,Not applicable,1.0,manual_annotation,False
748,Data Collection,Not applicable,1.0,manual_annotation,False
790,Data Collection,Unknown,1.0,manual_annotation,False
941,Data Collection,Not applicable,1.0,manual_annotation,False
1254,Data Collection,Unknown,1.0,manual_annotation,False
1281,Data Collection,Unknown,1.0,manual_annotation,False
1631,Data Collection,Unknown,1.0,manual_annotation,False
1738,Data Collection,Unknown,1.0,manual_annotation,False
1825,Data Collection,Unknown,1.0,manual_annotation,False
1829,Data Collection,Unknown,1.0,manual_annotation,False
1958,Data Collection,Unknown,1.0,manual_annotation,False
2005,Data Collection,Retrospective,1.0,manual_annotation,False
2023,Data Collection,Prospective,1.0,manual_annotation,False
2117,Data Collection,Unknown,1.0,manual_annotation,False
2153,Data Collection,Unknown,1.0,manual_annotation,False
2358,Data Collection,Unknown,1.0,manual_annotation,False
2389,Data Collection,Prospective,1.0,manual_annotation,False
2422,Data Collection,Prospective,1.0,manual_annotation,False
2482,Data Collection,Unknown,1.0,manual_annotation,False
2556,Data Collection,Retrospective,1.0,manual_annotation,False
2830,Data Collection,Unknown,1.0,manual_annotation,False
3100,Data Collection,Unknown,1.0,manual_annotation,False
3178,Data Collection,Unknown,1.0,manual_annotation,False
3354,Data Collection,Unknown,1.0,manual_annotation,False
3480,Data Collection,Unknown,1.0,manual_annotation,False
3533,Data Collection,Unknown,1.0,manual_annotation,False
3604,Data Collection,Unknown,1.0,manual_annotation,False
3631,Data Collection,Unknown,1.0,manual_annotation,False
3719,Data Collection,Prospective,1.0,manual_annotation,False
3765,Data Collection,Unknown,1.0,manual_annotation,False
4019,Data Collection,Prospective,1.0,manual_annotation,False
4151,Data Collection,Not applicable,1.0,manual_annotation,False
4292,Data Collection,Unknown,1.0,manual_annotation,False
4410,Data Collection,Prospective,1.0,manual_annotation,False
4732,Data Collection,Unknown,1.0,manual_annotation,False
4876,Data Collection,Not applicable,1.0,manual_annotation,False
4969,Data Collection,Unknown,1.0,manual_annotation,False
5032,Data Collection,Prospective,1.0,manual_annotation,False
5274,Data Collection,Unknown,1.0,manual_annotation,False
5297,Data Collection,Unknown,1.0,manual_annotation,False
5466,Data Collection,Unknown,1.0,manual_annotation,False
5738,Data Collection,Unknown,1.0,manual_annotation,False
5759,Data Collection,Unknown,1.0,manual_annotation,False
5789,Data Collection,Unknown,1.0,manual_annotation,False
5804,Data Collection,Unknown,1.0,manual_annotation,False
6001,Data Collection,Prospective,1.0,manual_annotation,False
6007,Data Collection,Prospective,1.0,manual_annotation,False
6022,Data Collection,Prospective,1.0,manual_annotation,False
6029,Data Collection,Unknown,1.0,manual_annotation,False
6137,Data Collection,Prospective,1.0,manual_annotation,False
6160,Data Collection,Prospective,1.0,manual_annotation,False
6171,Data Collection,Prospective,1.0,manual_annotation,False
6364,Data Collection,Unknown,1.0,manual_annotation,False
6403,Data Collection,Prospective,1.0,manual_annotation,False
6449,Data Collection,Unknown,1.0,manual_annotation,False
6563,Data Collection,Unknown,1.0,manual_annotation,False
6566,Data Collection,Not applicable,1.0,manual_annotation,False
6591,Data Collection,Unknown,1.0,manual_annotation,False
6954,Data Collection,Retrospective,1.0,manual_annotation,False
7097,Data Collection,Unknown,1.0,manual_annotation,False
7224,Data Collection,Unknown,1.0,manual_annotation,False
7368,Data Collection,Unknown,1.0,manual_annotation,False
7425,Data Collection,Unknown,1.0,manual_annotation,False
7442,Data Collection,Unknown,1.0,manual_annotation,False
7483,Data Collection,Unknown,1.0,manual_annotation,False
7554,Data Collection,Unknown,1.0,manual_annotation,False
7573,Data Collection,Unknown,1.0,manual_annotation,False
7684,Data Collection,Unknown,1.0,manual_annotation,False
7903,Data Collection,Unknown,1.0,manual_annotation,False
7945,Data Collection,Unknown,1.0,manual_annotation,False
7960,Data Collection,Retrospective,1.0,manual_annotation,False
8143,Data Collection,Unknown,1.0,manual_annotation,False
8248,Data Collection,Unknown,1.0,manual_annotation,False
8320,Data Collection,Unknown,1.0,manual_annotation,False
8387,Data Collection,Unknown,1.0,manual_annotation,False
8457,Data Collection,Unknown,1.0,manual_annotation,False
8555,Data Collection,Unknown,1.0,manual_annotation,False
8611,Data Collection,Unknown,1.0,manual_annotation,False
8662,Data Collection,Unknown,1.0,manual_annotation,False
8706,Data Collection,Unknown,1.0,manual_annotation,False
8878,Data Collection,Unknown,1.0,manual_annotation,False
9044,Data Collection,Unknown,1.0,manual_annotation,False
9339,Data Collection,Not applicable,1.0,manual_annotation,False
9572,Data Collection,Unknown,1.0,manual_annotation,False
135,Data Collection,Prospective,1.0,manual_annotation,False
687,Data Collection,Prospective,1.0,manual_annotation,False
2425,Data Collection,Prospective,1.0,manual_annotation,False
3044,Data Collection,Unknown,1.0,manual_annotation,False
3216,Data Collection,Unknown,1.0,manual_annotation,False
4038,Data Collection,Not applicable,1.0,manual_annotation,False
5679,Data Collection,Unknown,1.0,manual_annotation,False
5834,Data Collection,Unknown,1.0,manual_annotation,False
6034,Data Collection,Prospective,1.0,manual_annotation,False
6357,Data Collection,Unknown,1.0,manual_annotation,False
6952,Data Collection,Unknown,1.0,manual_annotation,False
7078,Data Collection,Unknown,1.0,manual_annotation,False
7110,Data Collection,Not applicable,1.0,manual_annotation,False
7419,Data Collection,Not applicable,1.0,manual_annotation,False
7451,Data Collection,Not applicable,1.0,manual_annotation,False
8870,Data Collection,Unknown,1.0,manual_annotation,False
52,Data Collection,Unknown,1.0,manual_annotation,False
54,Data Collection,Not applicable,1.0,manual_annotation,False
161,Data Collection,Prospective,1.0,manual_annotation,False
162,Data Collection,Prospective,1.0,manual_annotation,False
164,Data Collection,Prospective,1.0,manual_annotation,False
180,Data Collection,Not applicable,1.0,manual_annotation,False
221,Data Collection,Not applicable,1.0,manual_annotation,False
260,Data Collection,Unknown,1.0,manual_annotation,False
422,Data Collection,Prospective,1.0,manual_annotation,False
486,Data Collection,Unknown,1.0,manual_annotation,False
515,Data Collection,Unknown,1.0,manual_annotation,False
591,Data Collection,Unknown,1.0,manual_annotation,False
691,Data Collection,Retrospective,1.0,manual_annotation,False
692,Data Collection,Unknown,1.0,manual_annotation,False
719,Data Collection,Unknown,1.0,manual_annotation,False
763,Data Collection,Retrospective,1.0,manual_annotation,False
892,Data Collection,Unknown,1.0,manual_annotation,False
933,Data Collection,Unknown,1.0,manual_annotation,False
1037,Data Collection,Unknown,1.0,manual_annotation,False
1077,Data Collection,Unknown,1.0,manual_annotation,False
1083,Data Collection,Unknown,1.0,manual_annotation,False
1238,Data Collection,Unknown,1.0,manual_annotation,False
1264,Data Collection,Unknown,1.0,manual_annotation,False
1347,Data Collection,Unknown,1.0,manual_annotation,False
1351,Data Collection,Unknown,1.0,manual_annotation,False
1395,Data Collection,Unknown,1.0,manual_annotation,False
1444,Data Collection,Unknown,1.0,manual_annotation,False
1451,Data Collection,Retrospective,1.0,manual_annotation,False
1488,Data Collection,Prospective,1.0,manual_annotation,False
1642,Data Collection,Unknown,1.0,manual_annotation,False
1647,Data Collection,Unknown,1.0,manual_annotation,False
1650,Data Collection,Unknown,1.0,manual_annotation,False
1683,Data Collection,Unknown,1.0,manual_annotation,False
1687,Data Collection,Unknown,1.0,manual_annotation,False
1694,Data Collection,Not applicable,1.0,manual_annotation,False
1710,Data Collection,Unknown,1.0,manual_annotation,False
1731,Data Collection,Prospective,1.0,manual_annotation,False
1782,Data Collection,Unknown,1.0,manual_annotation,False
1792,Data Collection,Unknown,1.0,manual_annotation,False
1804,Data Collection,Unknown,1.0,manual_annotation,False
1867,Data Collection,Unknown,1.0,manual_annotation,False
1879,Data Collection,Prospective,1.0,manual_annotation,False
1884,Data Collection,Unknown,1.0,manual_annotation,False
1888,Data Collection,Unknown,1.0,manual_annotation,False
1939,Data Collection,Unknown,1.0,manual_annotation,False
2033,Data Collection,Retrospective,1.0,manual_annotation,False
2035,Data Collection,Unknown,1.0,manual_annotation,False
2048,Data Collection,Unknown,1.0,manual_annotation,False
2088,Data Collection,Unknown,1.0,manual_annotation,False
2099,Data Collection,Unknown,1.0,manual_annotation,False
2106,Data Collection,Unknown,1.0,manual_annotation,False
2161,Data Collection,Unknown,1.0,manual_annotation,False
2223,Data Collection,Unknown,1.0,manual_annotation,False
2227,Data Collection,Unknown,1.0,manual_annotation,False
2373,Data Collection,Unknown,1.0,manual_annotation,False
2376,Data Collection,Prospective,1.0,manual_annotation,False
2385,Data Collection,Prospective,1.0,manual_annotation,False
2395,Data Collection,Prospective,1.0,manual_annotation,False
2398,Data Collection,Prospective,1.0,manual_annotation,False
2408,Data Collection,Prospective,1.0,manual_annotation,False
2426,Data Collection,Prospective,1.0,manual_annotation,False
2497,Data Collection,Unknown,1.0,manual_annotation,False
2637,Data Collection,Unknown,1.0,manual_annotation,False
2673,Data Collection,Not applicable,1.0,manual_annotation,False
2863,Data Collection,Unknown,1.0,manual_annotation,False
2872,Data Collection,Not applicable,1.0,manual_annotation,False
2874,Data Collection,Retrospective,1.0,manual_annotation,False
2915,Data Collection,Unknown,1.0,manual_annotation,False
2936,Data Collection,Prospective,1.0,manual_annotation,False
2995,Data Collection,Unknown,1.0,manual_annotation,False
3012,Data Collection,Not applicable,1.0,manual_annotation,False
3099,Data Collection,Unknown,1.0,manual_annotation,False
3147,Data Collection,Unknown,1.0,manual_annotation,False
3181,Data Collection,Unknown,1.0,manual_annotation,False
3197,Data Collection,Prospective,1.0,manual_annotation,False
3205,Data Collection,Unknown,1.0,manual_annotation,False
3336,Data Collection,Unknown,1.0,manual_annotation,False
3410,Data Collection,Unknown,1.0,manual_annotation,False
3442,Data Collection,Unknown,1.0,manual_annotation,False
3493,Data Collection,Unknown,1.0,manual_annotation,False
3592,Data Collection,Not applicable,1.0,manual_annotation,False
3649,Data Collection,Unknown,1.0,manual_annotation,False
3653,Data Collection,Unknown,1.0,manual_annotation,False
3758,Data Collection,Prospective,1.0,manual_annotation,False
3774,Data Collection,Unknown,1.0,manual_annotation,False
3927,Data Collection,Prospective,1.0,manual_annotation,False
3956,Data Collection,Unknown,1.0,manual_annotation,False
4049,Data Collection,Unknown,1.0,manual_annotation,False
4095,Data Collection,Unknown,1.0,manual_annotation,False
4096,Data Collection,Unknown,1.0,manual_annotation,False
4101,Data Collection,Not applicable,1.0,manual_annotation,False
4141,Data Collection,Unknown,1.0,manual_annotation,False
4161,Data Collection,Unknown,1.0,manual_annotation,False
4165,Data Collection,Not applicable,1.0,manual_annotation,False
4249,Data Collection,Unknown,1.0,manual_annotation,False
4350,Data Collection,Unknown,1.0,manual_annotation,False
4356,Data Collection,Unknown,1.0,manual_annotation,False
4367,Data Collection,Unknown,1.0,manual_annotation,False
4420,Data Collection,Prospective,1.0,manual_annotation,False
4428,Data Collection,Unknown,1.0,manual_annotation,False
4473,Data Collection,Unknown,1.0,manual_annotation,False
4494,Data Collection,Unknown,1.0,manual_annotation,False
4508,Data Collection,Unknown,1.0,manual_annotation,False
4558,Data Collection,Unknown,1.0,manual_annotation,False
4578,Data Collection,Unknown,1.0,manual_annotation,False
4581,Data Collection,Unknown,1.0,manual_annotation,False
4632,Data Collection,Unknown,1.0,manual_annotation,False
